ID,Status,Business Unit,Privacy Categorization,Issue Title,Issue Description,Date Issue Occurred,Date Issue Identified,Explanation for Delay in Issue Creation,Repeat Issue,Link Issues Below,Hyperlinks,Issue Source,Identifying Party,Related to an Incident,Incident ID,Engagement Title,Regulatory Reference ID,RCA Category,Date RCA Completed,RCA Description,Remediation Strategy,Issue Owner,Issue Approver,Issue Owner Record Manager,Issue Approver Record Manager,Interested Parties,fxValidateRoleAssignments,Impacted Countries,Impacted Business Area,Other Impacted Countries,Additional Impacted Areas,Impacted Ecosystems,Impacted Legal Entities,Impacted Subsidiaries,Impacted Products,Other Impacted Products,Impacted SubProducts,Risk Response,Issue Due Date,Not an Issue Justification,Date First Accepted,Date of Acceptance Renewal,Risk Acceptance Justification,Issue Severity Rating,Issue Type,Issue Rating Justification,Risk Domain,Customer Impact,Compliance Impact,Approval,Approved by,Date Approved,Issue Open Date,RCA To be Completed By,Validation Failure Count,Date Closed,Date of Last Progress Update,Issue Original Due Date,Issue Acceptance Count,Issue Due Date Extension Count,Issue Reassessment Count,Number of Action Plans,Number of Unresolved Action Plans,Issue Current Due Date,Issue ID,Date 30 After Identification,Issue Health Check,Issue Progress Updates,Issue Action Plans,Issue Acceptance,Issue Date Extensions,Extension Type,Requested Closure Type,Closure Request Justification,Confirm Issue Record Complete,Internal Validation - Action Plans,Internal Validation - Remediation,Internal Validation - Record Completeness,Confirm Internal Validation,Issue Internal Validation Justification,Issue Internal Validation Sign-Off,Issue Internal Validation Sign-off Date,Create Date,Created By,Last Modified Date,Last Modified By,System Status,Module
1030600,Draft - RCA in Progress,Cash - Product & Business,,TX App Store Accountability Act Compliance - Multi-Product Age Verification Requirements,"Texas SB2420 enacts the TX App Store Accountability Act, effective January 1, 2026, creates new requirements for app stores and app developers (including Block) for age verification and age rating compliance. The law requires:
 

 App stores to verify user ages into designated categories (U13, 13-15, 16-17, 18+) and obtain parental consent for minors
 Developers to assign age ratings to apps and implement systems to receive/use age verification signals from app stores
 Notification processes for ""significant changes"" to apps that trigger renewed parental consent
 

 This impacts multiple Block products: Cash App, Square, Afterpay, Tidal, and Bitkey; which currently do not meet the requirements outlined by the regulation. Similar laws in Utah (May 2026) and Louisiana (July 2026) will follow. The law is subject to ongoing litigation and constitutional challenges",,11/21/2025,,No,,,Self-Identified - Second Line of Defense (2LoD),Alyson Danner,No,,,,External,11/26/2025,"New Regulation - RCA method Regulation Impact Analysis 
 

 New Texas state legislation (SB2420) creates mandatory compliance requirements for app developers that did not previously exist. This is an external regulatory change requiring proactive compliance measures across multiple Block products with mobile applications in app stores. Block currently lack","Implement coordinated compliance program across all affected Block products including:
 Age rating assignments for all mobile apps
 API integration with Apple and Google app stores for age verification signals
 System development to receive, process, and act on age verification data, including controls to prevent the data from being shared externally and to delete the data after use for verification.
 Process establishment for identifying and reporting ""significant changes""
 Cross-product coordination to ensure consistent approach",Owen Jennings,Courtney Smith,Naina Jain,Courtney Smith,,Valid,United States,"Proto
 Cash
 Square",,,,,,,,,Remediation,09/30/2026,,,,,Moderate,Gap – a needed process or control is missing entirely.,"Significant regulatory and contractual compliance requirement affecting multiple products, but with manageable implementation timeline and low immediate risk of non-compliance. Failure to comply could result in regulatory penalties and potential of losing access in app stores, but risk is mitigated by coordinated approach and available implementation time.",Regulatory | Existing and New Reg Adherence | Regulatory Change Management (1000138),Yes,Yes,Approve: Remediate Issue,Courtney Smith,12/15/2025,,01/30/2026,,,,09/30/2026,,,,,,09/30/2026,1030600,12/21/2025,,,,,,Issue,,,No,No,No,No,,,,,12/16/2025 1:21:47 AM,Naina Jain,12/16/2025 2:20:31 AM,Courtney Smith,active,New Module
1030618,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-CP-01 Consumer Disclosures,"Block has remediated the disclosure requirements for fiat and crypto currency as identified by the NYDFS Consent Order. However, the framework necessary to ensure ongoing disclosure updates is under development. The lack of a framework may result in delays to disclosure updates in the future.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1030618,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 9:48:32 AM,Danielle Franklin,12/20/2025 9:52:01 AM,Danielle Franklin,active,New Module
1031261,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-SAN-01Restricted Account Sanctions Risk,Block does not sufficiently address the residual sanctions risk emanating from the use of restricted accounts.,,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031261,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:02:59 AM,Danielle Franklin,12/20/2025 9:52:15 AM,Danielle Franklin,active,New Module
1031263,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-SAN-02 Sanctions Screening Methodology,Block has designed a sanctions screening regime that fails to account for a number of forms of value transfer and screening fields.,,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031263,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:09:38 AM,Danielle Franklin,12/20/2025 9:52:22 AM,Danielle Franklin,active,New Module
1031265,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-SAN-03 Geo-blocking and BIN Blocking Controls,Block’s geo-blocking and BIN blocking controls are not designed to adequately identify or manage the residual geographic risk posed by Cash App’s customer base.,,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031265,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:10:44 AM,Danielle Franklin,12/20/2025 9:52:28 AM,Danielle Franklin,active,New Module
1031267,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-SAN-04 Sanctions Risk Management,Control design decisions do not appear to be supported by appropriately documented analysis of sanctions risks or broader considerations for risk management.,,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031267,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:11:31 AM,Danielle Franklin,12/20/2025 9:52:34 AM,Danielle Franklin,active,New Module
1031270,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-SAN-05 Sanctions Control Inventory,The lack of a centralized and comprehensive inventory for sanctions controls inhibits the Sanctions Risk Assessment and broader risk/controls alignment and management.,,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031270,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:32:33 AM,Danielle Franklin,12/20/2025 9:52:40 AM,Danielle Franklin,active,New Module
1031272,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-SAN-06 Sanctions QA Coverage,"The existing coverage of Quality Assurance does not include L3 investigations, limiting quality, oversight rigor, and thematic intelligence on risks and performance.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031272,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:33:22 AM,Danielle Franklin,01/15/2026 11:17:09 AM,Danielle Franklin,active,New Module
1031274,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-SAN-07 Sanctions Training,"Role-based sanctions training materials do not address key program requirements/market risks, do not reach the right audiences, and are not linked to performance management practices",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031274,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:34:08 AM,Danielle Franklin,12/20/2025 9:53:01 AM,Danielle Franklin,active,New Module
1031277,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-SAN-08 Bridger Screening Gaps,There are gaps in the data that is fed into Bridger which can impair Block’s screening capability.,,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031277,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:34:44 AM,Danielle Franklin,12/20/2025 9:53:19 AM,Danielle Franklin,active,New Module
1031279,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-SAN-09 Sanctions Model Validation Remediations,Recommendations and remediation actions arising from model validation exercises have not been acted upon in a timely manner with the expected level of governance and review rigor.,,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031279,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:35:16 AM,Danielle Franklin,12/20/2025 9:53:25 AM,Danielle Franklin,active,New Module
1031282,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-SAN-10 Case Management Tool,"There is no single case management workflow or system of record for sanctions alert investigations and escalations which can result in procedural lapses, inaccurate data, and routing/mis-management of high risk alerts by analysts without the requisite sanctions experience/training.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031282,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:46:01 AM,Danielle Franklin,12/20/2025 9:53:30 AM,Danielle Franklin,active,New Module
1031285,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-BTC-01 Inadequate Geofencing Controls,"The geofencing control is inadequately designed to control and/or limit access to certain BTC products (i.e., Lightning Network and Sponsored accounts) for New York State residents (as defined by NYDFS).",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031285,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:46:47 AM,Danielle Franklin,12/20/2025 9:53:36 AM,Danielle Franklin,active,New Module
1031288,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-BTC-02 Collection of Customer Information for BTC,Cash App does not collect adequate information on customers’ profiles and expected activity before granting access to the BTC products nor does Cash App utilize available customer information collected on BTC to assess potentially suspicious behavior.,,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031288,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:47:36 AM,Danielle Franklin,12/20/2025 9:53:42 AM,Danielle Franklin,active,New Module
1031290,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-BTC-03 BTC Risk Classification Methodology and Typologies,"Cash App does not maintain a formalized BTC risk classification methodology, nor does there appear to be a consistent or comprehensive analysis across vendor risk typologies, and this results in de-emphasized typologies without sufficient justification.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031290,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:48:21 AM,Danielle Franklin,12/20/2025 9:53:48 AM,Danielle Franklin,active,New Module
1031293,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-BTC-04 Travel Rule,"The EDD BTC Travel Rule queue created to identify transactions for manual review for travel rule compliance was designed in a manner that led to transactions exceeding $3,000 to be excluded from the identification and review process.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031293,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:49:25 AM,Danielle Franklin,12/20/2025 9:53:53 AM,Danielle Franklin,active,New Module
1031295,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-BTC-05 GCMT Testing of BTC Controls,"The scope of GCMT testing does not require an assessment of BTC-related controls design against applicable regulations, including NYDFS regulatory requirements and definitions.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031295,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:50:00 AM,Danielle Franklin,12/20/2025 9:53:59 AM,Danielle Franklin,active,New Module
1031297,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-BTC-06 BTC Training Materials,"Existing training materials addressing evolving crypto risk concepts do not appear to be consistently updated or shared with the relevant BTC focused teams, which may limit understanding of emerging typologies and review tactics for BTC focused analysts.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031297,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:50:38 AM,Danielle Franklin,12/20/2025 9:54:08 AM,Danielle Franklin,active,New Module
1031299,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-CYB-1.1 IT Audits and Controls,"The Internal Audit Manual does not contain an audit scope that expands to include a comprehensive inventory of IT controls, and a comprehensive IT Audit has not been completed.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031299,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:51:09 AM,Danielle Franklin,12/20/2025 9:54:14 AM,Danielle Franklin,active,New Module
1031301,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-CYB-1.2 IT Audit Risk Assessment,Block's Internal Audit Plan does not include adequate processes or procedures to complete an IT Audit Risk Assessment.,,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031301,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:52:07 AM,Danielle Franklin,12/20/2025 9:54:20 AM,Danielle Franklin,active,New Module
1031304,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-CYB-1.3 Internal Audit IT Plan,Block's Internal Audit Plan does not include adequate processes or procedures to complete an IT Audit or IT Audit Risk Assessment to form a risk-based plan.,,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031304,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:52:56 AM,Danielle Franklin,12/20/2025 9:54:27 AM,Danielle Franklin,active,New Module
1031306,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-CYB-1.4 Ongoing BCP Audit,"Although Block completed a business continuity management audit in 2024, Internal Audit has not incorporated ongoing compliance into its formal audit framework and is not required to consider it in future cycles.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031306,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:54:00 AM,Danielle Franklin,12/20/2025 9:54:32 AM,Danielle Franklin,active,New Module
1031308,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-CYB-1.5 GLBA Audit,"Although Block completed a GLBA audit in 2024, Internal Audit has not incorporated ongoing compliance with GLBA into its formal audit framework and is not required to consider it in future cycles.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031308,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 10:54:55 AM,Danielle Franklin,12/20/2025 9:54:38 AM,Danielle Franklin,active,New Module
1031310,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-CYB-2.2 Internal Audit Reports,"While written audit reports have been delivered to the Board of Directors historically, Block's Internal Audit Plan does not formally mandate this practice for ongoing sustainability.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031310,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 11:00:57 AM,Danielle Franklin,12/20/2025 9:54:48 AM,Danielle Franklin,active,New Module
1031312,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-CYB-4.4 TPRM Policy Contractual Protections and Cybersecurity Representations,Block's Third-Party Risk Management (TPRM) Policy does not detail third parties' contractual protections and their cybersecurity representations and warranties. Block was unable to provide an executed contract for one third party sample.,,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031312,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 11:01:47 AM,Danielle Franklin,12/20/2025 9:54:55 AM,Danielle Franklin,active,New Module
1031315,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-CYB-4.5 Due Diligence Refresh Tracker,"Block has a Vendor List and a Due Diligence Refresh Tracker, but the Due Diligence Refresh Tracker contains third parties with errors in due diligence dates, which could result in a failure to trigger timely periodic risk assessments as required.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031315,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 11:04:45 AM,Danielle Franklin,12/20/2025 9:55:04 AM,Danielle Franklin,active,New Module
1031317,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,"DFS-CYB-7.1 Audit Log, Alerts, & Monitoring Standard Remediation Plan","While Block's remediation meets the regulatory retention requirement, the formal documentation (Audit Log, Alerts, & Monitoring Standard) has an outstanding remediation plan that more effectively defines the regulatory retention requirement that has not been implemented.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031317,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 11:05:20 AM,Danielle Franklin,12/20/2025 9:55:11 AM,Danielle Franklin,active,New Module
1031319,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,"DFS-CYB-7.2 Audit Log, Alerts, & Monitoring Standard Coverage","Block's Audit Log, Alerts, & Monitoring Standard does not provide appropriate coverage in detailing the NYCRR 200.16(e)(2)(v) regulation, and the relevant record retention requirement has not yet been implemented.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031319,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 11:06:15 AM,Danielle Franklin,12/20/2025 9:55:21 AM,Danielle Franklin,active,New Module
1031321,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-CYB-8.1 BCP Gaps,"The Block-level Business Continuity Plan and supporting documentation addressed most of the information required by applicable regulations, with gaps identified in 200.17(a)(1) and Sections V.C and V.E of the FFIEC IT Examination Handbook Business Continuity.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031321,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 11:06:51 AM,Danielle Franklin,12/20/2025 9:55:26 AM,Danielle Franklin,active,New Module
1031323,Draft - RCA in Progress,Counsel - Corporate Compliance,CSI,DFS-CYB-8.2 Operational Disaster Recovery Exercises,"Although Block conducts operational disaster recovery exercises observed by independent personnel, exercise documentation does not consistently indicate that the formal BCDR Plans are leveraged during the exercises as required by regulation.",,11/15/2025,,,,,Regulatory Identified,Compliance,,,,,,,,,,,,,,Valid,,,,,,,,,,,,,,,,,Not Yet Determined,,,,,,Do Not Approve: Requires further Information,,,,01/31/2026,,,,,,,,,,,1031323,12/15/2025,,,,,,Issue,,,No,No,No,No,,,,,12/17/2025 11:09:14 AM,Danielle Franklin,12/20/2025 9:55:57 AM,Danielle Franklin,active,New Module
1032000,Rejected,CCO Afterpay Collections - Team Lead,,CH OUTAGE 11/12/2025,"CLH staff have reported multiple Citrix performance issues through support tickets. Some users are unable to access their Citrix desktop, while others can log in but cannot open applications such as Google Chrome, Outlook, or Microsoft Teams. CLH staff were unable to log in to Citrix, and those who could log in were unable to access browser and business applications. Affected 11th Dec 2025 from 9am to 4:15pm where no outbound calls, outbound digital or inbound activity occurred.",12/11/2025,12/11/2025,,No,,,Partners and Third Parties,Notified by CLO - Darcie Apps from CLH,,,,,Technology,12/18/2025,"CLH staff have reported multiple Citrix performance issues through support tickets. Some users are unable to access their Citrix desktop, while others can log in but cannot open applications such as Google Chrome, Outlook, or Microsoft Teams. CLH staff were unable to log in to Citrix, and those who could log in were unable to access browser and business applications. Affected 11th Dec 2025 from 9am to 4:15pm",See incident form,,Gavin McGuire,,,,Valid,"Australia
 New Zealand",,,,,,,,,,Not an Issue,,Only affected vendor CLH,,,,Not Yet Determined,,,,,,Approve: Not an Issue,Gavin McGuire,12/18/2025,,02/01/2026,,,,,,,,,,,1032000,01/10/2026,,,,,,Issue,,,No,No,No,No,,,,,12/18/2025 2:52:26 PM,Gavin McGuire,12/18/2025 3:15:30 PM,Gavin McGuire,active,New Module
1032007,Risk Accepted,CCO Afterpay Complaint Operations - Group Lead,,Afterpay Complaints_RPAA (Escalations to Counsel). Incomplete Zendesk–Admin Portal Integration Risks Data Loss,"The integration between Zendesk and the Admin Portal is incomplete, resulting in resolution costs and complaint tags not being transferred as intended. These gaps compromise data accuracy and create a risk of missing valuable operational insights. As a result, the organization lacks a seamless exchange of key information needed for informed decision-making.",,05/19/2025,Legacy Issue ID#1258123,,,,Self-Identified - First Line of Defense (1LoD),FLRM,,,,,Technology,12/23/2025,The cause of this issue is that there is no API connection between the customer communication system Zendesk and the servicing system Admin Portal.,"Remediation is not feasible or appropriate in this case because the impacted AP functionality is scheduled to be fully migrated and decommissioned as part of the Salesforce implementation planned for 2026. The level of effort required to design, develop, test, and deploy a permanent fix in the current platform would be significant, would introduce change risk to a legacy system nearing end-of-life, and would divert scarce engineering and project resources away from the strategic Salesforce migration.
 

 Given the limited remaining lifespan of the current AP solution and the high cost (time, budget, and opportunity cost) of remediation relative to that lifespan, implementing a full fix is not commercially justified. The risk will instead be managed through interim/compensating controls and monitoring until the legacy AP system is retired, at which point the underlying issue will be eliminated as part of the transition to Salesforce.",Ramona Andrews,Naina Jain,Clare Girdwood,,Clare Girdwood,Valid,"Australia
 Canada
 New Zealand
 United Kingdom
 United States",Afterpay,,,,,,,,,Risk Acceptance,,,11/19/2025,08/19/2026,"Remediation is not feasible or appropriate in this case because the impacted AP functionality is scheduled to be fully migrated and decommissioned as part of the Salesforce implementation planned for 2026. The level of effort required to design, develop, test, and deploy a permanent fix in the current platform would be significant, would introduce change risk to a legacy system nearing end-of-life, and would divert scarce engineering and project resources away from the strategic Salesforce migration.
 

 Given the limited remaining lifespan of the current AP solution and the high cost (time, budget, and opportunity cost) of remediation relative to that lifespan, implementing a full fix is not commercially justified. The risk will instead be managed through interim/compensating controls and monitoring until the legacy AP system is retired, at which point the underlying issue will be eliminated as part of the transition to Salesforce.",Moderate,Weakness – the process or control exists but is not strong enough or is not operating effectively to manage the risk.,"The incomplete integration between Zendesk and the Admin Portal creates a moderate risk: missing out on critical data insights. While this does not immediately jeopardize operations, it does hinder our ability to fully leverage data (like resolution costs and complaint tags) for decision-making and process improvements. Addressing this integration gap would significantly improve data accuracy and operational efficiency, but the risk is currently not critical.",Operational | Transactional | Transaction Processing (1000052),No,No,Approve: Accept Issue,Naina Jain,12/23/2025,12/24/2025,02/02/2026,,,,09/30/2025,1,,,,,08/19/2026,1032007,06/18/2025,,,,1002641 (1002641),,,,,,,,,,,,,12/19/2025 6:49:34 AM,Jane Lin,12/24/2025 6:20:22 AM,Naina Jain,active,New Module
